# Number of Traces
481
# TraceId; FractureId1; FractureId2; X1; Y1; Z1; X2; Y2; Z2
161; 10; 13; 7.7493587545182663e-01; 3.1749310601268449e-01; 2.4121344727442845e-01; 5.3210835284141189e-01; -1.1425884614332957e-02; 8.1697178432241802e-01
162; 10; 14; 7.1557643481735733e-01; 7.1557334636475800e-01; 3.5099484191205554e-01; 4.7986539167370779e-01; -1.8540430061895408e-01; 9.4752197896478507e-01
163; 10; 16; 7.4598287692346599e-01; -1.4659161882923621e-01; 3.3735635241855499e-01; 5.9609857957294410e-01; -1.6332086411357344e-01; 6.8068548432664278e-01
164; 10; 18; 6.7987750263542523e-01; 7.1456164634835284e-01; 4.3257543245275409e-01; 5.5761774745117487e-01; 3.8754142270331554e-01; 7.3290584835305039e-01
165; 10; 21; 5.5892031999475000e-01; 5.9139400448025492e-01; 7.1674000133760318e-01; 7.8625214528723686e-01; -1.3215372197971428e-01; 2.4447100775520453e-01
166; 10; 23; 7.9365236232959202e-01; 3.8332090437082733e-01; 1.9421633034161467e-01; 4.9455526541688594e-01; -9.8299772729975546e-02; 9.0834240800497035e-01
167; 10; 24; 7.9569501299373968e-01; 3.1124376060454673e-01; 1.9421633034161467e-01; 6.2943133525492423e-01; 3.9507426566052739e-01; 5.6843887957485695e-01
168; 10; 26; 4.5785767204527816e-01; 5.9116195198017674e-01; 9.4752197896478507e-01; 5.2381946734961227e-01; 6.7353876239655164e-01; 7.9157377941339757e-01
169; 10; 27; 8.1147165267378751e-01; -2.4545207893690407e-01; 1.9421633034161467e-01; 5.7522072777995370e-01; 4.5315328638285091e-01; 6.8846529129663980e-01
170; 10; 28; 7.9041949814076196e-01; 4.9739602304139385e-01; 1.9421633034161467e-01; 5.6181162490792902e-01; 3.1386868115947431e-01; 7.2809697927517969e-01
171; 10; 29; 4.6586320881373827e-01; 3.0867790577773818e-01; 9.4752197896478507e-01; 7.7395804966029180e-01; 2.4428592500069274e-01; 2.4818354455504210e-01
172; 10; 30; 4.9586405633928826e-01; 7.0934674508217976e-01; 8.5309012851601040e-01; 4.9789998996462398e-01; 7.0187098213656807e-01; 8.4892503301492628e-01
173; 10; 32; 4.9745027052499707e-01; -5.2459162499564682e-01; 9.2931779830545014e-01; 5.9713594080650134e-01; 2.2915683423522915e-01; 6.5291906350081497e-01
174; 10; 35; 5.7295566444887824e-01; 7.1153150458119507e-01; 6.7691738241646382e-01; 4.8990387713461975e-01; 4.0723933315578192e-01; 8.8624936661939768e-01
175; 10; 36; 4.7177158184173601e-01; 1.0019455635416363e-01; 9.4752197896478507e-01; 6.9706109506667358e-01; 4.0435336324378157e-01; 4.1341228254238283e-01
176; 10; 37; 4.7168141744327136e-01; 1.0337610492965099e-01; 9.4752197896478507e-01; 6.3125976767900560e-01; 4.9014657368557146e-02; 5.8665776211683029e-01
177; 10; 38; 5.8903234096052581e-01; 5.8982538688442110e-01; 6.4808356757433372e-01; 5.8839961720957634e-01; 5.4045752115347745e-01; 6.5272298628385006e-01
178; 10; 42; 5.3956817376370114e-01; 7.1058531031684624e-01; 7.5321577680225937e-01; 4.6175079395965829e-01; 4.5378892346993216e-01; 9.4752197896478507e-01
179; 10; 43; 4.7805969013330696e-01; 7.0884217319496268e-01; 8.9377735977224237e-01; 4.5501844281673615e-01; 6.9134723421316935e-01; 9.4752197896478507e-01
180; 10; 44; 6.4504423510809361e-01; 7.1357447908101690e-01; 5.1217777240117690e-01; 4.6342573970199052e-01; 3.9468664661478919e-01; 9.4752197896478507e-01
181; 10; 45; 4.5611405574927211e-01; 6.5268734378910698e-01; 9.4752197896478507e-01; 5.0016907383931719e-01; 4.5421346140165780e-01; 8.5977001211021642e-01
182; 10; 46; 7.1130319190034008e-01; 7.1545224358478643e-01; 3.6076022309817862e-01; 6.6806286008385796e-01; 3.1232209576762249e-01; 4.8558245314712600e-01
183; 10; 47; 7.1723048141267731e-01; 7.1562022168750139e-01; 3.4721495019595738e-01; 4.7588329660846090e-01; -4.4891757996520676e-02; 9.4752197896478507e-01
184; 10; 48; 5.5683281101778170e-01; 7.1107458640230914e-01; 7.1376195517305974e-01; 7.7900380333746522e-01; 2.5917819276696108e-01; 2.3569834850292165e-01
185; 11; 12; 2.2294448034524045e-01; -2.4080250509993406e-01; -8.4002032784752989e-02; 4.9841298421381075e-02; 1.3053938475481597e-01; 3.6377715850204784e-01
186; 11; 14; 1.1661537193133578e-02; -2.4985374100571245e-01; 6.8148655805889724e-01; 6.7412972940021354e-02; 4.0060362203810362e-01; 1.7256629937814255e-01
187; 11; 20; 1.2592385962805636e-01; 4.9723988778600592e-01; -8.4002032784752989e-02; 1.0150889605342929e-01; 5.8614424167337986e-01; -3.8146491519935516e-02
188; 11; 21; 5.4474243846576065e-02; 4.7061124293012702e-01; 1.8602534096163387e-01; 2.7927991421003336e-02; 5.5544507189841907e-01; 2.4148723495030680e-01
189; 11; 22; 3.4572906777863149e-03; 5.7325470076413376e-01; 3.2121454578828962e-01; 1.1219301645315463e-01; -4.8060141801824607e-01; 4.2857942915743591e-01
190; 11; 23; -2.9039139751617732e-02; 5.9759048340846110e-02; 6.8148655805889724e-01; 6.4141766369559428e-02; 3.9379095483539311e-01; 1.8757820061827368e-01
191; 11; 25; -4.1410447343974713e-02; 5.6735653578742362e-01; 4.8565567671523951e-01; -3.1240116694249753e-02; 5.4650269233053228e-01; 4.5889093718011675e-01
192; 11; 27; 1.2318068575284424e-01; 5.6949329275854110e-02; 1.3440567176761081e-01; 4.8480665249669111e-02; 2.8399016382443659e-01; 2.9600382563275240e-01
193; 11; 29; -3.7355878593971950e-02; 1.2302504056853120e-01; 6.8148655805889724e-01; 9.0317240959518652e-02; 6.6706893606901005e-02; 2.4818354455504210e-01
194; 11; 31; 1.6991880087752298e-01; 1.6256740811507708e-01; -8.4002032784752989e-02; 4.3249470988402053e-02; 5.7848564965086346e-01; 1.7537543241125342e-01
195; 11; 34; -8.4910786572765962e-02; 4.8477842679401639e-01; 6.8148655805889713e-01; -7.6111694381614969e-02; 4.7183635974453081e-01; 6.5591498944445692e-01
196; 11; 35; -5.1655669808882490e-02; 5.6600973260577414e-01; 5.2320461595328460e-01; -6.7599493117524376e-02; 3.7259877833476185e-01; 6.7224718281881635e-01
197; 11; 36; 9.1224960694344798e-03; -2.3053908425832692e-01; 6.8148655805889724e-01; 6.9295990582837419e-02; -1.2225610511158752e-01; 4.1341228254238283e-01
198; 11; 38; 9.6117138650747058e-02; 5.8543545901400018e-01; -1.8385595961732823e-02; 1.8309042135466030e-01; -6.0429661531358447e-01; 2.3173596813135228e-01
199; 11; 39; 9.9319495104413694e-02; 5.8585643023989076e-01; -3.0122294536034801e-02; 1.2801121703707147e-01; 4.7142180704690095e-01; -7.9294657144429639e-02
200; 11; 41; 1.4805613593459810e-01; -5.6206090805352354e-02; 9.8376583048174093e-02; -3.1702052826777682e-02; 2.0233145257366880e-01; 6.2355710275709153e-01
201; 11; 44; 6.7238846330834240e-02; -8.2730317775255423e-03; 3.6684049542552333e-01; 6.3756139069601314e-02; -1.5880086220925467e-02; 3.8299061040549065e-01
202; 11; 47; 1.2232155944152570e-02; -2.5419447625678115e-01; 6.8148655805889724e-01; 6.7005512565624425e-02; 1.3473956491037858e-01; 2.9994936928164978e-01
203; 12; 14; 8.5928766346404784e-02; 1.8830799830172290e-01; 3.6377715850204784e-01; 4.5932242069356305e-01; 6.2455774085315363e-01; 2.5227045729502895e-01
204; 12; 15; 3.3944137312245065e-01; 5.9412953835937832e-01; 3.6377715850204789e-01; 6.3055859382360191e-01; 4.9238353965201853e-01; -2.8289189421111527e-02
205; 12; 21; 2.6429414335249801e-01; 4.7383428005197065e-01; 3.6377715850204789e-01; 2.8938807337424105e-01; 2.5659596740440516e-01; 1.8602534096163387e-01
206; 12; 22; -8.5047936796966705e-02; -2.6909936787229827e-01; 2.3691819893368027e-01; 4.6506550705355254e-02; 1.2520113956444223e-01; 3.6377715850204784e-01
207; 12; 23; 1.3929718648771283e-01; 2.7373986193808414e-01; 3.6377715850204789e-01; 3.7211310449796486e-01; 3.9127047663771763e-01; 1.8757820061827368e-01
208; 12; 27; 1.5776953987997383e-01; 3.0331030025856992e-01; 3.6377715850204789e-01; 1.8913068861540672e-01; 2.1352293674074041e-02; 1.3440567176761081e-01
209; 12; 28; 4.9335505076298836e-01; 3.8274131653027749e-01; 4.7665379338182268e-02; 4.8852587077421139e-01; 3.8001694414435216e-01; 5.1122345257972879e-02
210; 12; 29; 1.2202617707510383e-02; 7.0287598592027656e-02; 3.6377715850204784e-01; 1.1922686518446635e-01; 7.4216309373904651e-02; 2.4818354455504210e-01
211; 12; 38; 5.1908123196616585e-02; -3.5465443175041844e-01; 2.6444963422867895e-02; 3.6594402829048289e-01; 6.0817882573165227e-01; 3.4418228449351362e-01
212; 12; 41; 5.6874057108169396e-04; 5.1664154194574707e-02; 3.6377715850204784e-01; 1.8173541257402021e-01; -4.2660987299274589e-02; 9.8376583048174093e-02
213; 12; 47; -5.6675683763324727e-02; -3.9972394924361693e-02; 3.6377715850204784e-01; 1.7450056109458972e-01; 2.3766200252942399e-01; 2.9994936928164978e-01
214; 13; 14; 7.0714321877069042e-01; 1.5465848551316377e-01; 8.1697178432241802e-01; 1.0597371242589944e+00; 4.9725883735704318e-01; 7.7000034803743556e-01
215; 13; 15; 4.4800978559608839e-01; 7.2845459999948403e-03; 2.4121344727442845e-01; 4.4784673616514858e-01; 7.0904124940391732e-03; 2.4144385733110474e-01
216; 13; 16; 8.1225258758272345e-01; 2.5439303394706625e-01; 8.1697178432241802e-01; 1.1094381395139479e+00; 5.7418199200290210e-01; 5.9603929322432880e-01
217; 13; 18; 1.0959564359239875e+00; 5.8839024157241604e-01; 4.3822767974075572e-01; 8.4925146018962638e-01; 3.0388309551735082e-01; 7.3290584835305050e-01
218; 13; 19; 1.1134981232783820e+00; 5.4023422783782471e-01; 8.1697178432241813e-01; 1.1205447997924953e+00; 5.6247677981896682e-01; 7.2604956731733938e-01
219; 13; 21; 5.3680528880272471e-01; 9.1539446541849978e-02; 2.4121344727442845e-01; 8.6013510956663164e-01; 3.1697607722469179e-01; 7.1674000133760329e-01
220; 13; 23; 8.1059143203013506e-01; 3.5132539779303373e-01; 2.4121344727442845e-01; 5.0572945817748849e-01; -3.6455881247617790e-02; 8.1697178432241802e-01
221; 13; 24; 7.8160681334188120e-01; 3.2382292214244363e-01; 2.4121344727442845e-01; 1.0493496452951185e+00; 5.2188840767536204e-01; 5.6843887957485695e-01
222; 13; 27; 4.4796806073751688e-01; 6.9625495877217256e-03; 2.4286403590074018e-01; 8.4505727391949448e-01; 3.0750687663806459e-01; 6.8846529129663991e-01
223; 13; 29; 9.8247389698132692e-01; 4.1590999117527655e-01; 8.1697178432241813e-01; 6.7080056187671722e-01; 2.1749026486969836e-01; 2.4818354455504210e-01
224; 13; 32; 4.9004440644883862e-01; -3.7381343366934411e-02; 7.3539348233813973e-01; 9.6437353160346750e-01; 4.2680357016509762e-01; 6.5291906350081497e-01
225; 13; 33; 7.4505623047101954e-01; 1.9063279631378863e-01; 8.1697178432241802e-01; 7.2972517671997983e-01; 1.8865255631906080e-01; 7.4352162894876683e-01
226; 13; 37; 4.8394722432846793e-01; -3.0955576425913935e-02; 6.6402222412152789e-01; 9.2204795814931739e-01; 3.6944754624763160e-01; 7.5341837145914403e-01
227; 13; 38; 4.7524942437267576e-01; -2.1789041080215399e-02; 5.6220913828843799e-01; 5.4642586754197120e-01; 3.0261417430196946e-02; 6.5272298628385006e-01
228; 13; 40; 8.5343865453655576e-01; 2.9347303067651753e-01; 8.1697178432241813e-01; 1.0012680572281882e+00; 5.1273198791332331e-01; 3.5530122333459374e-01
229; 13; 48; 6.9310991727847093e-01; 2.3985135931753387e-01; 2.4121344727442845e-01; 1.0971487960758535e+00; 5.8713362363081767e-01; 4.5218498700269588e-01
230; 14; 15; 4.4650225705242452e-01; 6.5818690580020900e-01; 2.1521873485086596e-01; 2.5270317034353224e-01; 1.6131346622278653e-01; 5.0054964574939609e-01
231; 14; 16; 1.0313917808123108e+00; 5.3211283656241548e-01; 7.2129968865851302e-01; 5.2698005064787634e-01; -1.1842300218193469e-01; 9.2341403406296796e-01
232; 14; 18; 7.9490196207024255e-01; 7.9172675800116776e-01; 3.4120428592142854e-01; 7.8898311252341935e-01; 3.2117173166532192e-01; 7.3290584835305039e-01
233; 14; 21; 1.1045837071836229e-01; 4.1960761167681548e-01; 1.8602534096163387e-01; 8.1299576422750375e-01; 3.5992178204394554e-01; 7.1674000133760329e-01
234; 14; 22; -1.5048255332365507e-01; 2.2339803105135131e-01; 1.7256629937814255e-01; 2.6588550562265312e-01; 8.1606896977258536e-02; 5.7660146622860131e-01
235; 14; 23; 8.0816242912485459e-02; 3.9365448871215092e-01; 1.8757820061827368e-01; 5.2933855431559884e-01; -9.8584443770616662e-02; 9.0834240800497035e-01
236; 14; 24; 3.8810329906769997e-01; 2.9175399731420415e-01; 4.8345566987582095e-01; 6.4528387780634788e-01; 3.9986168867673266e-01; 5.6843887957485695e-01
237; 14; 27; 3.5470446210318002e-02; 2.5988635943784699e-01; 2.6906558847791906e-01; 7.6219916307592683e-01; 3.5223019723808607e-01; 6.8846529129663991e-01
238; 14; 28; 1.0326919182063685e+00; 5.3051416171183186e-01; 7.2353347878678975e-01; 5.1625741115709189e-01; 3.1955458705285511e-01; 5.4772866131156961e-01
239; 14; 29; 1.0538707128400640e+00; 4.3477858823881632e-01; 8.1853550803938779e-01; -2.7026750205033345e-01; -1.7629853439615040e-02; 2.9334769865491317e-01
240; 14; 32; 4.8407239100738436e-01; 1.6830619658143200e-01; 6.5291906350081497e-01; 2.4108431638546157e-01; -8.8439787232207023e-02; 7.0265210506393894e-01
241; 14; 33; 8.7211559163159569e-01; 1.2124973171023209e-01; 9.5790626873801155e-01; 6.8384167747841584e-01; 2.2304208007308812e-01; 7.4352162894876683e-01
242; 14; 36; -2.5574012377942386e-02; -2.5510536326055949e-01; 6.6043517626164883e-01; 7.6317622551455677e-01; 4.1102259025579280e-01; 6.3968753423222968e-01
243; 14; 37; 9.1683885785206698e-01; 3.7587764098227239e-01; 7.7434664057602243e-01; 2.2913922340150233e-01; -1.8188506282482403e-01; 7.7307205664184053e-01
244; 14; 38; 2.3312103741975387e-01; 5.3536726772153032e-01; 1.7256629937814255e-01; 5.6308869063998812e-01; 2.3280008716929129e-01; 6.5272298628385006e-01
245; 14; 40; 9.2253760601851531e-01; 6.6596209927820316e-01; 5.3427531555194752e-01; 8.2643295902290759e-01; 1.0877861704873606e-01; 9.3714909741112407e-01
246; 14; 41; -2.9711731264534130e-01; -8.7158061119553959e-02; 3.3345829183662901e-01; 5.0966851677085756e-01; 3.5217230383140785e-01; 5.1578962027288933e-01
247; 14; 44; 4.3436449854146980e-01; 4.6803426987690733e-01; 3.6684049542552333e-01; 7.8241190757319654e-02; -2.7044798644369518e-02; 5.3963676611479128e-01
248; 14; 46; 7.0528700016639845e-01; 9.1936068836247564e-01; 1.7256629937814255e-01; 7.1344385216414830e-01; 3.0432099975790322e-01; 6.9541090433871822e-01
249; 14; 47; 7.7775849759418370e-01; 7.8200446243837018e-01; 3.3765532606567356e-01; 1.7839571559308459e-02; -2.6030238587225352e-01; 6.9449977381602335e-01
250; 14; 48; 9.3477936463061106e-01; 6.5090938891888461e-01; 5.5530810767486016e-01; 2.8010501605641164e-01; 2.9629476757909312e-01; 4.0576875290683762e-01
251; 15; 21; 2.3730394391452814e-01; 6.4798807025122684e-01; 5.0054964574939609e-01; 4.8632326864942216e-01; 7.7180646636471478e-02; 1.8602534096163387e-01
252; 15; 23; 2.5210855093402729e-01; 1.8010571965205013e-01; 5.0054964574939609e-01; 4.7527135828139810e-01; 3.9042621583360670e-01; 1.8757820061827368e-01
253; 15; 24; 6.2615920742748721e-01; 1.8720211111798829e-01; -9.1475786817765137e-03; 4.0760114764191985e-01; 2.2719098018833644e-01; 2.8676705392737034e-01
254; 15; 27; 2.4469419605771572e-01; 4.1442776434638340e-01; 5.0054964574939609e-01; 5.3184777784166615e-01; -1.6363196556772425e-01; 1.3440567176761081e-01
255; 15; 28; 5.7703926260163796e-01; 4.2112374506347472e-01; 4.7665379338182268e-02; 4.9472409267283318e-01; 3.6650312195515428e-01; 1.6211784354834136e-01
256; 15; 29; 2.5271288822788679e-01; 1.6100634381361634e-01; 5.0054964574939609e-01; 4.3815246512897432e-01; 1.5705878806159568e-01; 2.4818354455504210e-01
257; 15; 36; 2.5728064371038578e-01; 1.6647755348617954e-02; 5.0054964574939620e-01; 3.1903275292228411e-01; 8.7239043161270069e-02; 4.1341228254238283e-01
258; 15; 38; 3.3607288014927261e-01; -3.2978222445563626e-01; 4.0817626679679420e-01; 3.5965756506967139e-01; 6.0869601202844936e-01; 3.3561857169305570e-01
259; 15; 41; 2.5026886378723817e-01; 2.3824688783524400e-01; 5.0054964574939609e-01; 5.4979275960580465e-01; 1.0536401083511060e-01; 9.8376583048174093e-02
260; 15; 42; 2.4053547335846293e-01; 5.4585934841030037e-01; 5.0054964574939609e-01; 2.5428714940880648e-01; 5.7959445013033539e-01; 4.8036861102181955e-01
261; 15; 44; 2.5132136357297519e-01; 2.0498385875874264e-01; 5.0054964574939609e-01; 3.4485628766374943e-01; 3.5190668755633892e-01; 3.6684049542552333e-01
262; 15; 47; 2.5349219406622392e-01; 1.3637729104669161e-01; 5.0054964574939620e-01; 3.9103001130200526e-01; 4.4498075010554017e-01; 2.9994936928164978e-01
263; 15; 48; 4.4718119591667688e-01; 1.6145992403456660e-01; 2.3569834850292165e-01; 2.5657137663652074e-01; 3.7620811127323994e-01; 4.8602191102001535e-01
264; 16; 17; 9.9624504780630774e-01; 6.2059858794931977e-01; 9.5005458365164497e-01; 1.0732849575055297e+00; 6.8409016616304097e-01; 8.6164678355892110e-01
265; 16; 18; 1.2037467449916235e+00; 5.9934508531423447e-01; 4.0349466480016449e-01; 8.7385480807538696e-01; 2.9682535549144712e-01; 7.3290584835305050e-01
266; 16; 19; 1.0077015213280327e+00; 6.3823538761911913e-01; 9.5005458365164497e-01; 1.2037716453046394e+00; 5.7530778934630267e-01; 3.6487126821108318e-01
267; 16; 21; 8.0829571707606895e-01; -5.0663401778531458e-02; 3.3735635241855499e-01; 8.8108943036168308e-01; 2.9788590808725002e-01; 7.1674000133760329e-01
268; 16; 23; 9.6018850405572764e-01; 2.3191898662258190e-01; 4.1556254632247824e-01; 5.4588144197020139e-01; -9.8719832952978287e-02; 9.0834240800497035e-01
269; 16; 24; 1.1452617509006504e+00; 4.6808282696465098e-01; 3.3735635241855499e-01; 1.0957468349638895e+00; 5.3590022773431956e-01; 5.6843887957485695e-01
270; 16; 27; 7.9498242906338790e-01; -7.1158695830469632e-02; 3.3735635241855499e-01; 8.8483947884047887e-01; 2.8603411691975561e-01; 6.8846529129663991e-01
271; 16; 28; 1.1688170060453371e+00; 6.2203466828002252e-01; 5.2615996177562674e-01; 1.0248184019967757e+00; 5.2623041751977206e-01; 7.2809697927517969e-01
272; 16; 29; 1.0601377191798931e+00; 3.3703765920882417e-01; 3.3735635241855499e-01; 8.6056675770592017e-01; 4.1172708682781656e-01; 9.5005458365164497e-01
273; 16; 32; 5.6420388482433181e-01; -1.4260277847943886e-01; 7.9269239652534407e-01; 1.0048098029135004e+00; 4.4856631242756162e-01; 6.5291906350081497e-01
274; 16; 33; 7.3681544948900290e-01; 2.2121671487448158e-01; 9.5005458365164497e-01; 7.7651150552649673e-01; 1.5358636493324862e-01; 7.4352162894876683e-01
275; 16; 37; 8.7150624678327826e-01; 4.2856800886036472e-01; 9.5005458365164497e-01; 9.2853552491143687e-01; 2.8984147241101249e-01; 5.8665776211683029e-01
276; 16; 40; 8.0254042238323930e-01; 3.2239777884154608e-01; 9.5005458365164497e-01; 1.0214205835487524e+00; 2.8861993239429201e-01; 3.5530122333459374e-01
277; 16; 47; 7.0501230512817348e-01; 1.7225699922568205e-01; 9.5005458365164497e-01; 9.9769717735139019e-01; 5.5229440503177651e-01; 8.3689110005931266e-01
278; 16; 48; 1.1524594226364702e+00; 4.7916336533912579e-01; 3.3735635241855499e-01; 1.1920145327707481e+00; 6.0696606991326441e-01; 4.4469552514629773e-01
279; 17; 19; 7.9396479306318579e-01; 1.0385658777130395e+00; 6.4179285414205822e-01; 1.0880695983852728e+00; 5.0249457350536308e-01; 1.0237835172789069e+00
280; 17; 25; 4.3517452165953857e-01; 1.0411114438192381e+00; 7.7787617303195378e-01; 5.4826219235654816e-01; 1.0445471726974114e+00; 7.3106678562394301e-01
281; 17; 30; 3.6648480820789875e-01; 8.7656954982008894e-01; 9.5645872956256894e-01; 8.6145001538987076e-01; 7.8628712969691938e-01; 8.4892503301492628e-01
282; 17; 40; 8.5219915697378457e-01; 1.0142553409078765e+00; 6.4179285414205822e-01; 7.4098754041993664e-01; 6.2469046753630275e-01; 1.0447615001974575e+00
283; 17; 42; 7.4548548518481894e-01; 1.0588040656028426e+00; 6.4179285414205822e-01; 6.8266246168211764e-01; 6.4903887418321915e-01; 1.0447615001974573e+00
284; 17; 43; 6.2322221235985942e-01; 6.7385282031089089e-01; 1.0447615001974573e+00; 9.5383024985194687e-01; 7.5670167998599558e-01; 8.4062553103497750e-01
285; 17; 44; 6.7596326315316135e-01; 6.5183552381526999e-01; 1.0447615001974573e+00; 7.8960239951138456e-01; 8.4111208275821114e-01; 8.2597438037996929e-01
286; 17; 45; 3.5481554731653481e-01; 8.4861656833055288e-01; 9.8679699038920132e-01; 3.5598580583703482e-01; 8.4770576565631717e-01; 9.8718727345325197e-01
287; 17; 46; 8.2840635648040439e-01; 1.0241878912656035e+00; 6.4179285414205822e-01; 8.3094269227362916e-01; 9.3175224386936950e-01; 7.2624865775325154e-01
288; 17; 48; 1.2540065179105147e+00; 8.4251143795693628e-01; 6.4549475802198319e-01; 9.6926037040938695e-01; 8.6002732930119286e-01; 7.3917235169736406e-01
289; 18; 19; 1.1384341658636465e+00; 6.6464680798927167e-01; 3.6487126821108318e-01; 1.1939570744617396e+00; 5.6412836249390952e-01; 4.3503380488084065e-01
290; 18; 21; 4.1633074197779441e-01; 5.9110409819688292e-01; 5.9768114316611620e-01; 8.5488788784900005e-01; 3.2175649225560510e-01; 7.1674000133760329e-01
291; 18; 24; 9.1838951054423745e-01; 4.8233881736340245e-01; 5.6843887957485695e-01; 1.2695743655576417e+00; 5.4102969554627567e-01; 4.3620083039916357e-01
292; 18; 27; 3.9577399958678622e-01; 5.1944310153397799e-01; 6.6201014777903211e-01; 6.4276582708942809e-01; 4.1669528485924473e-01; 6.8846529129663980e-01
293; 18; 28; 1.2159985643720579e+00; 6.7093058186134891e-01; 3.4120428592142854e-01; 6.6679550768794460e-01; 3.6202037297095713e-01; 7.2809697927517969e-01
294; 18; 29; 7.3937324273794447e-01; 3.3540286660234647e-01; 7.3290584835305039e-01; 1.0644978586100640e+00; 3.9386637877714381e-01; 6.0705693791138260e-01
295; 18; 32; 1.0209223891452868e+00; 2.5463740780849775e-01; 7.3290584835305050e-01; 8.9224678297673488e-01; 3.8798505921590309e-01; 6.5291906350081497e-01
296; 18; 36; 7.0779240393988196e-01; 3.4446217637887072e-01; 7.3290584835305039e-01; 7.6604126535516570e-01; 4.0760720913758530e-01; 6.6667210879582028e-01
297; 18; 37; 8.5275873734106555e-01; 3.0287699462211548e-01; 7.3290584835305050e-01; 9.4124507442919902e-01; 3.4575069472478603e-01; 6.7629134513073175e-01
298; 18; 38; 5.3000069977072051e-01; 5.9468191031077933e-01; 5.6766791834002284e-01; 5.8316940867472999e-01; 4.7688369138438402e-01; 6.5272298628385006e-01
299; 18; 40; 8.8390494155697352e-01; 2.9394236453964573e-01; 7.3290584835305050e-01; 9.8254904442104918e-01; 7.2090223767571637e-01; 3.5530122333459374e-01
300; 18; 44; 4.5006354176520424e-01; 4.1839452553910828e-01; 7.3290584835305039e-01; 6.8445554802672059e-01; 7.9250136235864099e-01; 3.6684049542552333e-01
301; 18; 46; 7.2397724914959116e-01; 8.1207228933007769e-01; 3.4120428592142854e-01; 7.2780105836230724e-01; 3.4674868110845758e-01; 7.2624865775325165e-01
302; 18; 47; 6.9013821148005816e-01; 3.4952647499901174e-01; 7.3290584835305039e-01; 7.8731778219256643e-01; 7.7202048046537430e-01; 3.5935381425596080e-01
303; 18; 48; 4.0918257407368208e-01; 5.6618551788006499e-01; 6.2005017991965716e-01; 1.3300909257457054e+00; 5.8415108303621710e-01; 3.8603578089564072e-01
304; 19; 24; 1.1759449024950879e+00; 5.5095528388352166e-01; 5.4285299141736842e-01; 1.1650813082451279e+00; 5.5683904257277972e-01; 5.6843887957485695e-01
305; 19; 28; 1.1563855958145501e+00; 6.4010097076425110e-01; 3.6487126821108318e-01; 1.1159571106894586e+00; 5.6803191025234945e-01; 7.2809697927517969e-01
306; 19; 30; 6.6913427144058413e-01; 1.0753246138486083e+00; 1.0237835172789067e+00; 9.1607886219841639e-01; 7.9897192262974293e-01; 8.4892503301492628e-01
307; 19; 40; 9.6250309741647111e-01; 9.0520565933085662e-01; 3.6487126821108318e-01; 7.1353862118323808e-01; 1.0146084511893099e+00; 1.0237835172789067e+00
308; 19; 42; 8.3210328158519875e-01; 8.5248939644961430e-01; 1.0237835172789069e+00; 7.7412804477599861e-01; 1.0442966888667560e+00; 7.0280994299924493e-01
309; 19; 43; 9.4244836616629635e-01; 7.0160935557730497e-01; 1.0237835172789069e+00; 9.5227725765432769e-01; 7.7972316440496303e-01; 7.6265417082363229e-01
310; 19; 46; 7.8779357118414017e-01; 1.1440942383625996e+00; 3.6487126821108318e-01; 8.3472740966811143e-01; 9.5321858171814633e-01; 7.2624865775325154e-01
311; 19; 48; 1.1987231991000453e+00; 5.6761403510704844e-01; 4.0650422597246427e-01; 9.1191831671124524e-01; 8.4314069744540521e-01; 7.3917235169736406e-01
312; 20; 22; -3.2996339984851963e-01; 2.0896419750792256e-01; -1.4608363765962196e-03; -1.7161160276731505e-01; 7.6545310817754519e-01; 1.5109001782136244e-01
313; 20; 38; 6.4789996798703064e-02; 5.1027261796584644e-01; -5.2406984008583402e-02; 9.8928892649917832e-02; 6.3014611709089297e-01; -1.9558161395221436e-02
314; 20; 39; 9.3813900712337028e-02; 4.7414948948299107e-01; -7.9294657144429639e-02; 4.5870693337064339e-02; 1.0156068971260297e+00; 1.5643983507302264e-01
315; 21; 22; 1.4700274281509382e-01; 6.8614745181652248e-01; 4.6021383578216268e-01; 2.6705323778018236e-01; 7.0405023931566024e-01; 5.7660146622860120e-01
316; 21; 23; 1.4135355339676342e-01; 3.9315904334977136e-01; 1.8757820061827368e-01; 9.5914100078481590e-01; 1.0392701099902407e-01; 6.0439640867509703e-01
317; 21; 24; 4.1129395756463405e-01; 2.1496301824806313e-01; 2.4951506328365763e-01; 6.0462574366864319e-01; 3.8758304715690095e-01; 5.6843887957485695e-01
318; 21; 25; 2.0804357652706995e-01; 7.5314891220114955e-01; 5.7233881537230025e-01; 1.9479849323399179e-01; 6.4115710918014335e-01; 4.5889093718011675e-01
319; 21; 27; 8.7205501248268746e-01; -3.7972219898502163e-02; 4.0208099025414312e-01; 8.2428168534435053e-01; 3.1872066487244161e-01; 6.8846529129663991e-01
320; 21; 28; 7.6128491745594529e-01; 4.0703229546810377e-01; 7.1674000133760329e-01; 5.1022012273914052e-01; 3.3271753015485023e-01; 4.3961510112712576e-01
321; 21; 29; 8.2045527119149708e-01; 3.5312589249842574e-01; 7.1674000133760329e-01; 4.6546651004167139e-01; 1.6415374432709604e-01; 2.4818354455504210e-01
322; 21; 32; 9.3460693337392198e-01; 2.4912946332772978e-01; 7.1674000133760329e-01; 7.7490634476247333e-01; 3.2483260645283274e-01; 6.5291906350081497e-01
