# FractureId; NumTraces
0; 7
# TraceId; Tips; Length
226; 1; 6.0020545214109977e-01
429; 1; 4.2210923466165090e-01
85; 1; 4.0879329399964287e-01
176; 1; 3.9830064002733406e-01
275; 1; 3.9313437954554198e-01
325; 1; 1.7110353476012441e-01
389; 1; 1.4519292548355767e-01
446; 1; 1.1647465712572172e-01
297; 1; 1.1346007221431889e-01
# FractureId; NumTraces
38; 26
# TraceId; Tips; Length
198; 0; 1.2188468145802751e+00
422; 0; 5.9193615012584921e-01
129; 0; 5.0797228821189988e-01
5; 0; 4.8118971767339042e-01
367; 0; 2.0842563303540923e-01
298; 0; 1.5471811972642158e-01
313; 0; 1.2889594698634532e-01
449; 0; 1.0805176428862893e-01
140; 0; 1.0749675506845328e-01
177; 0; 4.9589421373269785e-02
211; 1; 1.0614251912418557e+00
258; 1; 9.4157435013696122e-01
390; 1; 7.6222154856684354e-01
450; 1; 7.3253635884448520e-01
244; 1; 6.5648761976084946e-01
357; 1; 6.4675749893412782e-01
326; 1; 6.1695784848523849e-01
453; 1; 5.4822101374381516e-01
409; 1; 5.3708322507412720e-01
452; 1; 4.4050585664672881e-01
451; 1; 3.8791397686956197e-01
60; 1; 3.5306434734383679e-01
442; 1; 3.2007771748560881e-01
227; 1; 1.2636491986430673e-01
446; 1; 1.1647465712572172e-01
398; 1; 8.8697810397097510e-02
# FractureId; NumTraces
39; 7
# TraceId; Tips; Length
6; 0; 6.0955246724863787e-01
314; 0; 5.9249086595994727e-01
449; 0; 1.0805176428862893e-01
342; 0; 9.5965957148852643e-02
39; 1; 4.6934874617055466e-01
199; 1; 1.2781400211742835e-01
141; 1; 7.8843755929514439e-02
# FractureId; NumTraces
40; 26
# TraceId; Tips; Length
307; 0; 7.1282370419629681e-01
28; 0; 6.2866540477648336e-01
458; 0; 6.2279586634276918e-01
447; 0; 5.9762589789035681e-01
282; 0; 5.7141276143016972e-01
454; 0; 4.3443833119480091e-01
457; 0; 4.1706149115936553e-01
456; 0; 3.1101564231527923e-01
443; 0; 1.5962104701772914e-01
435; 0; 6.2393320231845843e-02
86; 1; 8.9560207437027972e-01
410; 1; 8.6371444172994061e-01
245; 1; 6.9425990821379036e-01
417; 1; 6.6352905733044432e-01
276; 1; 6.3465031905048264e-01
455; 1; 6.1982045925264384e-01
299; 1; 5.7845539597583251e-01
459; 1; 5.5676979341819732e-01
228; 1; 5.3204109757757312e-01
399; 1; 4.0898971470546736e-01
430; 1; 3.7215019449520359e-01
426; 1; 3.0002900734229432e-01
368; 1; 2.3411656572665804e-01
327; 1; 2.0981623661718235e-01
391; 1; 1.9903200414361202e-01
358; 1; 1.8269470125619067e-02
# FractureId; NumTraces
41; 20
# TraceId; Tips; Length
411; 0; 7.8709745664365127e-01
200; 0; 6.1234732468180042e-01
246; 1; 9.3656780717898946e-01
359; 1; 8.8212758396687196e-01
343; 1; 8.5015841269920367e-01
462; 1; 7.6155264280340174e-01
450; 1; 7.3253635884448520e-01
392; 1; 6.6832441573916379e-01
130; 1; 5.2989735850812225e-01
259; 1; 5.1876352563441186e-01
460; 1; 4.3256292602477542e-01
212; 1; 3.3489708988538902e-01
328; 1; 3.2000147013463709e-01
61; 1; 2.8873677541999332e-01
154; 1; 2.1543647821038073e-01
142; 1; 1.6236851154716458e-01
369; 1; 1.4623086939220700e-01
461; 1; 1.1259497678693721e-01
463; 1; 2.5210616548234182e-02
400; 1; 6.5333721697735676e-03
# FractureId; NumTraces
42; 22
# TraceId; Tips; Length
436; 0; 7.8206681290619673e-01
466; 0; 6.7734294105040949e-01
283; 0; 5.7813318023177240e-01
454; 0; 4.3443833119480091e-01
178; 0; 3.3129266381255851e-01
381; 0; 1.2046312069858915e-01
29; 1; 9.3360668860935203e-01
465; 1; 8.1644065817715672e-01
87; 1; 6.2687452207338412e-01
62; 1; 5.7553208173634163e-01
155; 1; 5.3605405198337919e-01
464; 1; 5.1444995433203611e-01
102; 1; 4.5828326496382832e-01
467; 1; 4.4926970486537954e-01
308; 1; 3.7838499031190365e-01
418; 1; 3.5868581597421839e-01
393; 1; 3.3151819618747258e-01
329; 1; 3.2322824465650823e-01
375; 1; 3.0109577005753946e-01
412; 1; 2.8413320620788474e-01
344; 1; 1.4529971490089197e-01
260; 1; 4.1646606643643280e-02
# FractureId; NumTraces
43; 19
# TraceId; Tips; Length
330; 0; 1.8560664643469071e-01
156; 0; 1.2859362082504747e-01
179; 0; 6.1036514153672658e-02
30; 1; 8.0266857324260243e-01
455; 1; 6.1982045925264384e-01
419; 1; 5.6417288082499284e-01
103; 1; 5.4193063526718221e-01
468; 1; 5.3405277094594694e-01
88; 1; 5.2789646453839467e-01
469; 1; 5.2046752058852275e-01
464; 1; 5.1444995433203611e-01
284; 1; 3.9728717813407921e-01
471; 1; 3.0558412450795619e-01
63; 1; 2.9816793324690599e-01
309; 1; 2.7273963741562435e-01
437; 1; 1.7931957841530721e-01
376; 1; 1.4677487957712490e-01
470; 1; 1.3283100320935773e-01
432; 1; 9.6523469108399651e-02
# FractureId; NumTraces
44; 28
# TraceId; Tips; Length
413; 0; 8.2743771165772684e-01
64; 0; 6.3129751615244645e-01
180; 0; 5.6938502417703540e-01
438; 0; 5.3001596569345477e-01
474; 0; 4.3107914800392622e-01
456; 0; 3.1101564231527923e-01
473; 0; 5.7719239863838478e-02
465; 1; 8.1644065817715672e-01
475; 1; 7.7500596549569511e-01
89; 1; 7.0160779672323104e-01
31; 1; 6.7416314645497488e-01
247; 1; 6.3386563686568342e-01
360; 1; 5.9672111346388002e-01
300; 1; 5.7349749831047225e-01
468; 1; 5.3405277094594694e-01
394; 1; 4.6770087452259018e-01
104; 1; 4.5793878923464454e-01
331; 1; 4.5027101641261663e-01
131; 1; 4.4791420058171444e-01
460; 1; 4.3256292602477542e-01
451; 1; 3.8791397686956197e-01
345; 1; 3.6092668112324516e-01
285; 1; 3.1081710518495498e-01
261; 1; 2.1957512729561762e-01
472; 1; 2.0952451284066589e-01
157; 1; 1.7965686602168338e-01
420; 1; 1.1225651454970188e-01
201; 1; 1.8188533229440466e-02
# FractureId; NumTraces
45; 18
# TraceId; Tips; Length
466; 0; 6.7734294105040949e-01
382; 0; 3.8009660923537175e-01
32; 1; 9.2452310713592956e-01
439; 1; 6.4303583459504920e-01
65; 1; 6.2336405286413044e-01
377; 1; 5.8668959231179119e-01
158; 1; 5.7681392653823615e-01
433; 1; 5.4821114048019448e-01
469; 1; 5.2046752058852275e-01
477; 1; 4.8566285311874441e-01
421; 1; 2.9355110543836499e-01
105; 1; 2.3886239058765787e-01
181; 1; 2.2143426630877736e-01
472; 1; 2.0952451284066589e-01
461; 1; 1.1259497678693721e-01
346; 1; 9.5044694975166530e-02
476; 1; 7.9397170651902452e-02
286; 1; 1.5334234204167350e-03
# FractureId; NumTraces
46; 20
# TraceId; Tips; Length
401; 0; 6.7255169337014775e-01
479; 0; 6.4633198312867524e-01
457; 0; 4.1706149115936553e-01
473; 0; 5.7719239863838478e-02
248; 1; 8.0728361418382755e-01
301; 1; 6.0398663078303838e-01
478; 1; 5.4813689132637289e-01
182; 1; 4.2422191302321977e-01
310; 1; 4.1137564240800989e-01
40; 1; 3.7954758490435375e-01
444; 1; 3.2029487419500524e-01
370; 1; 2.5372247623403865e-01
332; 1; 2.0034734196697462e-01
112; 1; 1.9596735547721914e-01
33; 1; 1.3793889888406133e-01
470; 1; 1.3283100320935773e-01
287; 1; 1.2523403959159565e-01
361; 1; 1.2421265986495557e-01
395; 1; 9.9297097086766539e-02
414; 1; 9.2286857992465485e-02
# FractureId; NumTraces
47; 29
# TraceId; Tips; Length
183; 0; 9.9849660171934940e-01
448; 0; 8.8874183004339502e-01
66; 0; 6.5944790181641166e-01
458; 0; 6.2279586634276918e-01
474; 0; 4.3107914800392622e-01
34; 0; 2.9093410816150700e-01
402; 0; 2.6448651278908525e-01
371; 0; 2.1868792004327742e-01
427; 0; 2.0484732564070951e-01
249; 1; 1.3383640386948075e+00
415; 1; 1.3376069172495557e+00
445; 1; 1.0147308726105231e+00
132; 1; 7.9741057504480051e-01
462; 1; 7.6155264280340174e-01
362; 1; 7.4673713670490427e-01
480; 1; 7.4622428483736525e-01
396; 1; 6.7616921434791166e-01
333; 1; 6.0896475776060732e-01
90; 1; 5.8102259934463407e-01
302; 1; 5.7226407872323370e-01
478; 1; 5.4813689132637289e-01
202; 1; 5.4757687624136009e-01
277; 1; 4.9284768261492201e-01
452; 1; 4.4050585664672881e-01
347; 1; 3.9850311865155524e-01
262; 1; 3.9292902289345577e-01
213; 1; 3.6687504891024769e-01
159; 1; 3.4926060408786769e-01
431; 1; 3.2783791049650984e-01
# FractureId; NumTraces
48; 28
# TraceId; Tips; Length
372; 0; 9.1594720327221812e-01
479; 0; 6.4633198312867524e-01
229; 0; 5.7302825171340677e-01
288; 0; 3.0027098848061817e-01
278; 0; 1.7152211529734468e-01
303; 1; 9.5034609099066358e-01
403; 1; 8.7201812790973088e-01
475; 1; 7.7500596549569511e-01
250; 1; 7.5941559832113847e-01
480; 1; 7.4622428483736525e-01
334; 1; 7.0977970367169751e-01
184; 1; 6.9434509606636297e-01
363; 1; 6.8553782288197951e-01
440; 1; 5.7705607776268120e-01
459; 1; 5.5676979341819732e-01
453; 1; 5.4822101374381516e-01
311; 1; 5.1849789208316555e-01
67; 1; 4.8786620638736838e-01
467; 1; 4.4926970486537954e-01
263; 1; 3.8093407970350907e-01
160; 1; 3.7755496131912908e-01
397; 1; 3.7331556112257119e-01
471; 1; 3.0558412450795619e-01
106; 1; 1.2220046815910005e-01
133; 1; 1.0716343122549349e-01
476; 1; 7.9397170651902452e-02
348; 1; 5.5127780077848292e-02
463; 1; 2.5210616548234182e-02
# FractureId; NumTraces
49; 8
# TraceId; Tips; Length
378; 1; 5.0999038075769143e-01
477; 1; 4.8566285311874441e-01
35; 1; 3.3268441455391096e-01
107; 1; 2.2390863664954200e-01
134; 1; 1.8857250202010531e-01
434; 1; 1.3128606892244218e-01
383; 1; 7.7910213708733675e-02
68; 1; 2.5581278438586992e-02
